dateSeen,brand,name,categories,prices_before,prices_after,prices_disc,availability,views
04/19/19 07:05,Pleaser,women's pleaser adore 1017rsft ankle boot,Boots,99.94,98.95,0.99%,FALSE,1
04/19/19 07:05,Ellie Shoes,Ellie Shoes E-BP403-Lamour Scallop Detail Boot Green / 8,Boots,85.39,84.54,1%,FALSE,4
04/19/19 07:05,Pleaser,Women's Pleaser Adore 1019 Open Toe Bootie,Boots,84.79,83.95,0.99%,TRUE,9
04/19/19 07:05,City-Classified,City Classified Women's Open Toe Faux Suede Slingback Chunky Block Mid Heel Boot,Boots,25.24,24.99,0.99%,FALSE,10
04/19/19 07:05,Pleaser,Women's Pleaser Flamingo-3028 Thigh High Buckle Boot,Boots,116.1,114.95,0.99%,TRUE,5
04/19/19 07:05,Ellie Shoes,Ellie Shoes E-103-Alba Flat Microfiber Boot with Gold Trim 10 / Olive,Boots,40.24,39.84,0.99%,FALSE,2
04/19/19 07:05,Funtasma,GOGO-307 Women's Block Heel Knee High Mesh Boots,Boots,40.35,39.95,0.99%,FALSE,6
04/19/19 07:05,Pleaser,PLEASER ILLUSION-1018RS Women's Rhinestone High Stiletto Heel Ankle Bootie,Boots,82.61,81.79,0.99%,FALSE,1
04/19/19 07:05,Pleaser,Women's Pleaser Flamingo 1018G Open Toe Bootie,Boots,96.91,95.95,0.99%,TRUE,11
04/19/19 07:05,Brinley Co.,Comfort Womens Distressed Caged Bootie,Boots,66.49,49.99,24.82%,TRUE,19
04/19/19 07:05,Pleaser,Women's Pleaser Illusion 1021 Open-Toe Bootie,Boots,94.89,93.95,0.99%,TRUE,7
04/19/19 07:05,Pleaser,Pleaser ELECTRA-2000Z - 5 Heel P/F Boot-B. Pink Str Pat-8,Boots,42.28,41.86,0.99%,FALSE,1
04/19/19 07:05,Ellie Shoes,"420-QUINLEY, 4'' Knee High Steampunk Boot",Boots,62.68,62.06,0.99%,TRUE,2
04/19/19 07:05,Penny Loves Kenny,Penny Loves Kenny Womens Sha Almond Toe Ankle Fashion Boots,Boots,41.74,23.85,42.86%,TRUE,3
04/19/19 07:05,Penny Loves Kenny,Penny Loves Kenny Womens Arena Leather Pointed Toe Ankle Fashion Boots,Boots,48.17,32.77,31.97%,TRUE,1
04/19/19 07:05,Pleaser,"6 1/2 Heel, 2 1/2 PF Open Toe/Heel Thigh Boot, Side Zip - Red Pu/Slv Chrome, 12",Boots,116.1,114.95,0.99%,TRUE,1
04/19/19 07:05,Pleaser,Women's Pleaser Adore 1017RSF Ankle Boot,Boots,104.99,103.95,0.99%,TRUE,7
04/19/19 07:05,Ellie,4 Inch Glitter Go Go Boots Platform Chunky Heel Sexy Glamour Boots,Boots,88.05,77.92,11.5%,TRUE,17
04/19/19 07:05,Ellie,ELLIE 421-ZARA WOMEN 4 Knee High Boot With Glitter. Women,Boots,59.59,59,0.99%,FALSE,1
04/19/19 07:05,Ellie,Ellie Shoe E-GOGO-G 3 Heel Glitter Gogo Boot. with Zipper. 13 / Fuchsia,Boots,46.34,45.88,0.99%,FALSE,1
04/19/19 07:05,Pleaser,"FABULOUS-3035, 8 3/4'' Heel 8 1/4'' Thigh Boot",Boots,139.33,137.95,0.99%,TRUE,3
04/19/19 07:05,Pleaser Pink Label,Women's Pleaser Pink Label Queen 100 Fringed Open-Toe Boot,Boots,62.57,61.95,0.99%,TRUE,1
04/19/19 07:05,Pleaser,Women's Fabulicious Bella 26,Heels,109.01,107.93,0.99%,TRUE,2
04/19/19 07:05,Pleaser,Women's Pleaser Pink Label Queen 04 Pump,Heels,60.55,59.95,0.99%,TRUE,8
04/19/19 07:05,Pleaser,Women's Pleaser Seduce 3010,Heels,64.59,63.95,0.99%,TRUE,20
04/19/19 07:05,Pleaser,DOL50 by Pleaser Sexy 5 Chunky Heel Pink Glitter Mary Jane PlatformShoes,Heels,90.85,89.95,0.99%,FALSE,5
04/19/19 07:06,Breckelle's,Breckelles AD94 Women Leatherette Designer Cut Out Round Toe Ankle Bootie,Boots,38.36,37.98,0.99%,TRUE,10
04/19/19 07:06,Ellie,Ellie Shoe E-500-FUZZ 5 Chunky Heel Platform Boot with faux fur 10 / Pink,Boots,76.88,76.12,0.99%,FALSE,3
04/19/19 07:06,Breckelle's,Breckelles Women's HEATHER-34 Faux Suede Chunky Heel Ankle Booties Wine Suede 6.5,Boots,35.34,34.99,0.99%,FALSE,9
04/19/19 07:06,Breckelle's,Breckelle AF57 Women Leatherette Military Lace Up Knee High Boot,Boots,46.36,45.9,0.99%,FALSE,5
04/19/19 07:06,Funtasma,Women's Funtasma Gogo 307 Knee High Boot,Boots,42.17,41.75,1%,TRUE,7
04/19/19 07:06,Sam Edelman,Women's Sam Edelman Tinsley Rain Bootie,Boots,57.77,45.49,21.26%,TRUE,2
04/19/19 07:06,Ellie,Ellie Shoes E-421-Zara 4 Knee-High Boot with Glitter Fuchsia / 11,Boots,53.38,52.85,0.99%,FALSE,2
04/19/19 07:06,Funtasma,Women's Funtasma Gogo 306 Boot,Boots,45.4,44.95,0.99%,TRUE,5
04/19/19 07:06,Ellie,6 Inch Womens High Heel Shoes Rhinestone Bootie Platform Peep Toe Shoes,Boots,100.5,88.94,11.5%,TRUE,3
04/19/19 07:06,Ellie Shoes,Deluxe Knee High Easy Lace Boots,Boots,50.85,50.35,0.98%,TRUE,5
04/19/19 07:06,White Mountain,Women's White Mountain Davenport Ankle Boot,Boots,49.05,48.56,1%,FALSE,10
04/19/19 07:06,Ellie,ELLIE 421-ZENITH WOMEN 4 Knee High Boot Neon. Women,Boots,43.86,43.43,0.98%,FALSE,1
04/19/19 07:06,Ellie,ELLIE 777-PRINCE Women's Unicorn Heel Side Zipper Platform Bootie with Fringe,Boots,140.22,138.83,0.99%,TRUE,2
04/19/19 07:06,Ellie,Ellie Shoes E-609-Scrunch 6 Microfiber Slouch Ankle Boot 6 / Pink,Boots,79.78,78.99,0.99%,TRUE,1
04/19/19 07:06,Breckelle's,Breckelles AF29 Women Leatherette Plating Buckle Military Lace Up Bootie,Boots,45.44,44.99,0.99%,TRUE,6
04/19/19 07:06,Funtasma,GOGO-307 Women's Block Heel Knee High Mesh Boots,Boots,40.35,39.95,0.99%,FALSE,6
04/19/19 07:06,Funtasma,FUNTASMA LOVE-270 4 1/2 Heel 1/2 Platform Knee High Boot Heart Shape Die Cut,Boots,30.95,30.64,1%,FALSE,2
04/19/19 07:06,Pleaserusa,"GOGO-300UV, 3 Inch Heel Knee High Boot",Boots,43.77,43.34,0.98%,FALSE,2
04/19/19 07:06,Funtasma,Women's Funtasma Gogo 300UV,Boots,42.21,41.79,1%,TRUE,4
04/19/19 07:06,Ellie,Ellie Shoes E-Gogo-N 3 Gogo Boots Neon With Zipper 5 / Yellow,Boots,41.65,41.24,0.98%,TRUE,2
04/19/19 07:06,Ellie Shoes,BP579-CHABLIS 5.5'' Heel Platform Ankle Boot,Boots,30.91,30.6,1%,FALSE,4
04/19/19 07:07,Trotters,"trotters women's blast iii boot,black quill,11 n us",Boots,68.15,47.66,30.07%,FALSE,30
04/19/19 07:07,Madden Girl,Madden Girl Womens Barbiee Pointed Toe Ankle Fashion Boots,Boots,58.18,46.92,19.35%,TRUE,3
04/19/19 07:07,Trotters,women's trotters bowen tall waterproof boot,Boots,90.85,89.95,0.99%,FALSE,19
04/19/19 07:07,Trotters,women's trotters shannon ankle boot,Boots,87.14,86.28,0.99%,TRUE,39
04/19/19 07:07,Trotters,"trotters women's luxury boot, tan/cognac, 8.5 m us",Boots,101.77,100.76,0.99%,FALSE,37
04/19/19 07:07,White Mountain,Women's White Mountain Theo Winter Bootie,Boots,49,29.7,39.39%,FALSE,7
04/19/19 07:07,Trotters,women's trotters major bootie,Boots,167.24,165.58,0.99%,TRUE,4
04/19/19 07:07,Trotters,women's trotters below zero waterproof ankle boot,Boots,52.51,51.99,0.99%,TRUE,56
04/19/19 07:07,The Highest Heel,Highest Heel Women's 6 Knee High Platform Side Rocker Metal White Boots,Boots,100.55,99.55,0.99%,TRUE,2
04/19/19 07:07,Trotters,Women's Trotters Blast III Boot,Boots,63.49,62.86,0.99%,FALSE,5
04/19/19 07:07,Lamo,women's lamo melanie boot,Boots,87.4,86.53,1%,TRUE,1
04/19/19 07:07,Catan,"trotters women's luxury boot, tan/cognac, 9.5 m us",Boots,68.33,67.65,1%,FALSE,7
04/19/19 07:07,Trotters,women's trotters monte ankle boot,Boots,80.79,79.99,0.99%,FALSE,2
04/19/19 07:07,Cape-Robbin,Cape Robbin Women's Shimmer Elastic Side Block Heel Ankle Boot,Boots,40.39,39.99,0.99%,TRUE,3
04/19/19 07:07,Trotters,trotters women's mindy black tumbled leather boot 9.5 n (aa),Boots,121.2,120,0.99%,TRUE,2
04/19/19 07:07,Trotters,women's lillian bootie,Boots,59.89,36.97,38.27%,FALSE,4
04/19/19 07:07,White Mountain,Women's White Mountain Nyssa Bootie,Boots,41.02,23.99,41.52%,FALSE,3
04/19/19 07:07,White Mountain,White Mountain Shoes Taite Women's Boot,Boots,47.82,29.7,37.89%,FALSE,4
04/19/19 07:07,Dolce Vita,Dolce Vita Women's Shaye Platform Sandal,Sandals & Slippers,119.31,91.08,23.66%,TRUE,1
04/19/19 07:07,Madden Girl,Madden Girl Women's Stormmm Silver Multi Ankle-High Fabric Slip-On Shoes - 9M,Sandals & Slippers,31.69,20.99,33.76%,TRUE,1
04/19/19 07:08,White Mountain,White Mountain Raymond Women Round Toe Boots,Boots,34.58,19.99,42.19%,FALSE,4
04/19/19 07:08,Trotters,trotters women's mindy black tumbled leather boot 10 n (aa),Boots,91.29,62.96,31.03%,FALSE,45
04/19/19 07:08,Pleaserusa,"SWING-105, 5 1/2'' Platform Ankle Boot",Boots,90.85,89.95,0.99%,TRUE,11
04/19/19 07:08,White Mountain,White Mountain Womens Lefty Almond Toe Mid-Calf Fashion Boots,Boots,53.11,32.99,37.88%,FALSE,1
04/19/19 07:08,Brinley Co.,Comfort Womens Distressed Caged Bootie,Boots,66.49,49.99,24.82%,TRUE,20
04/19/19 07:08,White Mountain,White Mountain Womens Yandra Faux Suede Belted Ankle Boots,Boots,43.08,42.65,1%,TRUE,1
04/19/19 07:08,Nature Breeze,Women Leatherette Quilted Strap Cigar Heel Ankle Bootie BD83,Boots,44.43,43.99,0.99%,FALSE,13
04/19/19 07:08,Pleaser,"Adore-3000, 6 1/2'' Plain Stretch Thigh Boot",Boots,84.79,83.95,0.99%,TRUE,10
04/19/19 07:08,Pleaser,women's pleaser adore 1020lg platform ankle boot,Boots,99.94,98.95,0.99%,TRUE,9
04/19/19 07:08,Funtasma,GOGO-300FL Women's Block Heel Knee High Boots,Boots,74,73.27,0.99%,TRUE,2
04/19/19 07:08,Palladium,Palladium Womens Pallabrouse Baggy Canvas Fold-Over Combat Boots,Boots,55.54,54.99,0.99%,TRUE,5
04/19/19 07:08,White Mountain,Women's White Mountain Davenport Ankle Boot,Boots,46.45,31.6,31.97%,FALSE,11
04/19/19 07:08,Brinley Co.,Womens Faux Suede Mid-calf Stacked Wood Heel Boots,Boots,67.99,49.99,26.47%,TRUE,16
04/19/19 07:08,Pleaser,"DELIGHT-1018UV, 6'' Heel, 1 3/4'' Platform Ankle Boot",Boots,37.23,36.86,0.99%,FALSE,1
04/19/19 07:08,White Mountain,White Mountain Womens Hadley Closed Toe Ankle Fashion Boots,Boots,103.68,102.65,0.99%,TRUE,2
04/19/19 07:08,White Mountain,White Mountain Shoes Taite Women's Boot,Boots,40.27,23.97,40.48%,FALSE,5
04/19/19 07:08,Pleaserusa,"GOGO-300UV, 3 Inch Heel Knee High Boot",Boots,39.29,38.9,0.99%,FALSE,3
04/19/19 07:08,Pleaser,Women's Pleaser Adore 1016 Open-Toe Bootie,Boots,79.74,78.95,0.99%,TRUE,4
04/19/19 07:08,Trotters,"Trotters Women's Snowflake III Boot,Grey,6.5 N US",Boots,55.86,55.31,0.98%,FALSE,3
04/19/19 07:08,Ellie,4 Inch High Heel Boots Neon Knee High Boots Black Light Reactive Nightclub Shoe,Boots,82.41,72.93,11.5%,TRUE,4
04/19/19 07:08,Ellie,Ellie Shoes E-Gogo-N 3 Gogo Boots Neon With Zipper 5 / Yellow,Boots,41.65,41.24,0.98%,TRUE,2
04/19/19 07:08,Funtasma,FUNTASMA LOVE-270 4 1/2 Heel 1/2 Platform Knee High Boot Heart Shape Die Cut,Boots,30.95,30.64,1%,FALSE,2
04/19/19 07:08,Pleaser,Women's Pleaser Seduce 3010,Heels,64.59,63.95,0.99%,TRUE,20
04/19/19 07:08,Pleaser,Women's Pleaser Seduce 431,Heels,38.33,37.95,0.99%,TRUE,11
04/19/19 07:08,Demonia,Women's Demonia Stomp 08,Heels,70.65,69.95,0.99%,TRUE,6
04/19/19 07:09,City-Classified,City Classified Stylish-S Women's Zipper Ankle Booties,Boots,30.25,29.95,0.99%,TRUE,11
04/19/19 07:09,City-Classified,City Classified Women's Round Toe Braided Strap Ankle Boot,Boots,32.31,31.99,0.99%,FALSE,8
04/19/19 07:09,City-Classified,City Classified Elect S Women's Peep Toe Cut Out Ankle Bootie,Boots,26.21,25.95,0.99%,TRUE,6
04/19/19 07:09,City-Classified,"City Classified Women's Faux Leather Mid Calf Stacked Heel Boot (Tan, 9 B(M) US)",Boots,42.41,41.99,0.99%,FALSE,9
04/19/19 07:09,City-Classified,City Classified Decade-S Women's Perforated Ankle Booties,Boots,27.22,26.95,0.99%,TRUE,2
04/19/19 07:09,Brinley Co.,Women's Wide Calf Microsuede Slouch Boots,Boots,50.04,34.99,30.08%,FALSE,5
04/19/19 07:09,City-Classified,City Classified Catch-S Women's Buckle Strap Ankle Booties,Boots,33.28,32.95,0.99%,TRUE,7
04/19/19 07:09,City-Classified,City Classified Women's Faux Suede Mid Calf Stacked Heel Boot,Boots,42.41,41.99,0.99%,FALSE,5
04/19/19 07:09,City-Classified,City Classified Women's Strappy Lug Platform Stacked Block Heel Ankle Bootie,Boots,37.36,36.99,0.99%,FALSE,6
04/19/19 07:09,City-Classified,City Classified Sprint Women's Cut Out Ankle Booties,Boots,27.22,26.95,0.99%,TRUE,5
04/19/19 07:09,City-Classified,"Coin by City Classified, Women Chelsea High Stack Heel Ankle Bootie w Elastic Side Slit",Boots,33.32,32.99,0.99%,TRUE,10
04/19/19 07:09,City-Classified,City Classified Quest-S Women's Back Tie Tall Boots,Boots,50.45,49.95,0.99%,TRUE,6
04/19/19 07:09,City-Classified,Decade Suede Tan chestnut Brown Small Short Heel City Classified Women Side Zipper Ankle Boots Booties Cutout,Boots,37.36,36.99,0.99%,TRUE,14
04/19/19 07:09,City-Classified,City Classified Base Women's Faux Suede Lace Up Bootie,Boots,32.27,31.95,0.99%,TRUE,6
04/19/19 07:09,City-Classified,"Kauri by City Classified, Knee High Fashion Equestrian Riding Boots w Stack Heel, Western Biker",Boots,40.4,40,0.99%,TRUE,3
04/19/19 07:09,City-Classified,City Classified Coin Women's Shoes Faux Suede Slip On Bootie Taupe,Boots,33.28,32.95,0.99%,FALSE,1
04/19/19 07:09,City-Classified,City Classified Kristen Women's Perforated Ankle Heel Booties,Boots,39.34,38.95,0.99%,TRUE,1
04/19/19 07:09,Nature Breeze,Nature Breeze Vivienne-01 Leatherette Quilted Knee High Riding Boot AE86,Boots,53.52,52.99,0.99%,FALSE,6
04/19/19 07:09,Nature Breeze,Nature Breeze Womens Lauren-03 Fashion Buckle Strap Knee High Boot,Boots,42.37,41.95,0.99%,FALSE,1
04/19/19 07:09,White Mountain,White Mountain Womens Remi Round Toe Knee High Fashion Boots,Boots,88.7,79.2,10.71%,TRUE,4
04/19/19 07:09,Nature Breeze,Nature Breeze BG10 Women Leatherette Quilted Lace Up Combat Boot,Boots,39.38,38.99,0.99%,FALSE,8
04/19/19 07:09,Nature Breeze,"Perry by Nature Breeze, Women Ankle High Equestrian Riding Boots",Boots,32.31,31.99,0.99%,TRUE,2
04/19/19 07:09,Nature Breeze,Nature Breeze Women's Pull On Booties,Boots,20.2,20,0.99%,TRUE,1
04/19/19 07:10,White Mountain,Women's White Mountain Pisces Wedge Slide,Heels,47.63,47.16,0.99%,TRUE,1
04/19/19 07:11,Baretraps,Baretraps Womens Kaiser Faux Leather Strappy Flats,Flats,38.73,38.35,0.98%,FALSE,1
04/19/19 07:14,Sorel,Sorel Tivoli III High Premium Boot - Womens,Boots,145.44,144,0.99%,FALSE,1
04/19/19 07:14,Sorel,Sorel Women's Tivoli III Snow Boots 1749361,Boots,109.22,79.72,27.01%,FALSE,1
04/19/19 07:14,Sorel,Sorel Women's Tofino Ii Black / Stone Mid-Calf Canvas Snow Boot - 6.5M,Boots,184.23,182.41,0.99%,TRUE,1
04/19/19 07:14,Style Co.,Style Co Women's Adelay Mid Calf Boot,Boots,70.7,70,0.99%,TRUE,1
04/19/19 07:14,Sorel,Sorel Women's Caribou Black / Stone Mid-Calf Leather Snow Boot - 8.5M,Boots,113.09,111.97,0.99%,TRUE,2
04/19/19 07:14,Sorel,Sorel Women's 1964 Pac 2 Waterproof Boots,Boots,136.75,135.4,0.99%,TRUE,1
04/19/19 07:14,David Tate,Women's David Tate Festive Thong Sandal,Sandals & Slippers,111.05,109.95,0.99%,FALSE,1
04/19/19 07:15,Softwalk,Women's SoftWalk Acton,Sandals & Slippers,79.09,55.31,30.07%,FALSE,1
04/19/19 07:15,David Tate,Women's David Tate Flex Slide,Sandals & Slippers,100.95,99.95,0.99%,FALSE,1
04/19/19 07:18,Summitfashions,3 Inch Heel d'Orsay Shoes Chunky Heel Satin Shoes Black Pink Red,Heels,77.44,67.93,12.28%,FALSE,1
04/19/19 07:19,Bogs,Women's Whiteout Fleck Winter Boot,Boots,185.76,183.92,0.99%,TRUE,1
04/19/19 07:19,Ellie,5 Inch High Heel Boots Velvet Ruffled Bootie Womens Sexy Shoes,Boots,43.02,42.59,1%,FALSE,2
04/19/19 07:19,Alfani,Alfani Womens Viollet Suede Suede Closed Toe Ankle Fashion Boots,Boots,89.15,79.6,10.71%,TRUE,22
04/19/19 07:19,Carlos,"Womens Carlos by Carlos Santana Quantum Fashion Boots, Black",Boots,68.89,47.51,31.03%,TRUE,10
04/19/19 07:19,Alfani,Alfani Womens Novaa Fabric Almond Toe Over Knee Fashion Boots,Boots,54.74,32.2,41.18%,TRUE,3
04/19/19 07:19,Alfani,Alfani Womens Hazzel Leather Pointed Toe Ankle Fashion Boots,Boots,61.58,38.73,37.11%,TRUE,3
04/19/19 07:19,Alfani,Alfani Womens Fawwn Closed Toe Ankle Fashion Boots,Boots,75.47,49.98,33.78%,TRUE,1
04/19/19 07:19,Alfani,Alfani Womens Nickki Leather Closed Toe Ankle Fashion Boots,Boots,66.22,42.72,35.49%,TRUE,3
04/19/19 07:19,Bogs,Bogs Boots Womens Pull On Charlie Melange WP Slip Resistant 72034,Boots,153.99,152.47,0.99%,TRUE,4
04/19/19 07:19,Ellie,Ellie 517-Chastity Women Peep Toe Rhinestone Stiletto Ankle Boots With Front Zip,Boots,82.54,81.72,0.99%,FALSE,1
04/19/19 07:19,Carlos,Women's Carlos by Carlos Santana Mandarin Bootie,Boots,73.86,73.13,0.99%,FALSE,1
04/19/19 07:19,Carlos,women's carlos by carlos santana talana peep toe bootie,Boots,73.26,53.09,27.53%,TRUE,7
04/19/19 07:19,Michael Michael Kors,MICHAEL Michael Kors Womens Sabrina Leather Closed Toe Over Knee Fashion Boots,Boots,188.38,119.99,36.3%,FALSE,4
04/19/19 07:19,Carlos,Carlos By Carlos Santana Women's Axel Western Boot,Boots,258.54,255.98,0.99%,TRUE,4
04/19/19 07:19,Alfani,Alfani Womens Novaa Closed Toe Over Knee Fashion Boots,Boots,81.66,54.08,33.77%,TRUE,3
04/19/19 07:19,Ellie,ELLIE 421-ZARA WOMEN 4 Knee High Boot With Glitter. Women,Boots,57.7,57.13,0.99%,FALSE,3
04/19/19 07:19,Bogs,Women's Classic Matte Tall Boot,Boots,148.36,146.89,0.99%,TRUE,1
04/19/19 07:19,Ellie,4 Inch Glitter Go Go Boots Platform Chunky Heel Sexy Glamour Boots,Boots,88.05,77.92,11.5%,TRUE,13
04/19/19 07:19,L'artiste By Spring Step,Women's L'Artiste by Spring Step Sandee Slip-On,Loafers & Oxfords,100.95,99.95,0.99%,FALSE,9
04/19/19 07:19,L'artiste By Spring Step,Women's L'Artiste by Spring Step Yulianna T-Strap,Sandals & Slippers,111.05,109.95,0.99%,TRUE,4
04/19/19 07:19,L'artiste By Spring Step,Women's L'Artiste by Spring Step Laniraz Clog,Sandals & Slippers,151.91,92.63,39.02%,TRUE,5
04/19/19 07:20,Sorel,Sorel Women's 1964 Pac 2 Waterproof Boots,Boots,136.75,135.4,0.99%,TRUE,1
04/19/19 07:22,Ellie,Ellie Shoes E-709-Widow 7 Inch Web Design Juliet Sandal Red / 10,Sandals & Slippers,150.64,149.15,0.99%,TRUE,1
04/19/19 07:22,Easy-Street,Easy Street Calm Open Toe Synthetic Slides Sandal,Sandals & Slippers,41.63,30.61,26.47%,FALSE,1
04/19/19 07:24,Bamboo,"Hippie34 by Bamboo, Boho Beaded Tribal Flat Sandal - Bohemian Sequin Embellishment",Sandals & Slippers,24.11,23.87,1%,TRUE,1
04/19/19 07:25,L'artiste By Spring Step,Women's L'Artiste by Spring Step Millie Heeled Slingback,Heels,154.79,153.26,0.99%,TRUE,1
04/19/19 07:25,Summitfashions,5 Inch Women's Strapy Shoes Sexy High Heel Sandal Shoes WIth Knee High Straps,Sandals & Slippers,81.29,71.94,11.5%,TRUE,1
04/19/19 08:04,New Balance,New Balance Women's Wx711 Cg3 Ankle-High Mesh Running Shoe - 11M,Running Shoe,100.35,65.59,34.64%,FALSE,1
04/19/19 08:04,New Balance,New Balance Women's Wx20 Bk6 Ankle-High Running Shoe - 7.5M,Running Shoe,149.66,148.18,0.99%,TRUE,1
04/19/19 08:05,Steve Madden,"Womens Steve Madden Ecentrcq Quilted Fashion Sneakers, Black",Sneakers,96.89,95.93,0.99%,TRUE,1
04/19/19 08:05,K-Swiss,women's k-swiss x-160 cmf sneaker,Sneakers,90.16,89.27,0.99%,TRUE,1
04/19/19 08:06,New Balance,New Balance Women's Wlazr Er Low Top Mesh Running Shoe - 12W,Running Shoe,72.72,72,0.99%,TRUE,1
04/19/19 08:06,New Balance,New Balance Women's W1400 Py3 Ankle-High Running Shoe - 5M,Running Shoe,77.22,57.2,25.93%,TRUE,1
04/19/19 08:06,New Balance,New Balance Womens Wrl24ta Revlite 24 Low Top Lace Up Running Sneaker,Sneakers,35.81,22.52,37.11%,TRUE,2
04/19/19 09:02,Lifestride,Lifestride Women's Dig Black Ankle-High Flat Shoe - 6M,Flats,323.18,319.98,0.99%,FALSE,2
04/19/19 09:02,Ellie Shoes,Black 4 Rhinestone Sandal 431-Darling Ellie Shoes Black,Sandals & Slippers,53.13,52.6,1%,FALSE,1
04/19/19 09:02,Ellie Shoes,Women's 6'' Pointed Chrome Stiletto Sandal.,Sandals & Slippers,54.38,53.84,0.99%,TRUE,5
04/19/19 09:02,Ellie Shoes,Ellie Shoes E-709-Glitter 7 Pointed Stiletto Sandal With Glitter Black / 12,Sandals & Slippers,64.4,63.76,0.99%,FALSE,1
04/19/19 09:02,Ellie,Ellie Shoes E-601-Juliet-R 6 Heel Real Leather Sandal 11 / Black Leather,Sandals & Slippers,49.34,48.85,0.99%,FALSE,2
04/19/19 09:02,Ellie Shoes,850-VANITY 8'' Heel Sandal Shoe,Sandals & Slippers,51.61,51.1,0.99%,FALSE,1
04/19/19 09:02,Ellie,Ellie Shoes E-652-Juliet 6 Stiletto Heel Sandal Black / 5,Sandals & Slippers,106.28,105.23,0.99%,TRUE,3
04/19/19 09:02,Ellie,ELLIE 609-CHROME Women 6 High Pointed Chrome Heel Platform Ankle Strap Sandal,Sandals & Slippers,111.11,110.01,0.99%,TRUE,1
04/19/19 09:02,Spring Step,Women's Spring Step Sandals BLACK 35 M EU 5 M,Sandals & Slippers,60.59,59.99,0.99%,TRUE,1
04/19/19 09:02,Ellie,ELLIE 609-AKASHA Women's 6 Heel Clear Upper Ankle Strap Platform Sandal,Sandals & Slippers,61.46,60.85,0.99%,FALSE,2
04/19/19 09:03,Wild Diva,"Josie01 by Wild Diva, Espadrille Round Toe Wedge - Women Closed Round Toe Canvas Heel",Heels,31.18,30.87,0.99%,TRUE,5
04/19/19 09:03,Ellie Shoes,Ellie Shoes E-709-Vanity 7 Pointed Stiletto Mule Black / 11,Heels,103.75,102.72,0.99%,TRUE,1
04/19/19 09:03,Ellie,Ellie Shoes E-649-Disco 6 Crossed strap textured platform 10 / Black Glitter,Heels,54.37,53.83,0.99%,FALSE,2
04/19/19 09:03,Wild Diva,"Caarmela84 by Wild Diva, High Heel Stiletto Slingback Dress Sandals - Women Strappy Open Toe",Sandals & Slippers,28.15,27.87,0.99%,TRUE,5
04/19/19 09:03,Ellie,Ellie Shoes E-711-Coco 7 Heel Sandal 12 / Clear/Black,Sandals & Slippers,46.47,46.01,0.99%,TRUE,2
04/19/19 09:03,Ellie Shoes,8'' Heel Clear Bottom Sandal,Sandals & Slippers,115.49,114.35,0.99%,TRUE,1
04/19/19 09:03,Wild Diva,"Klara01 by Wild Diva, Espadrille Jute Wrap Flatform Flat Retro Sandal Sharktooth Eva Outsole",Sandals & Slippers,30.27,29.97,0.99%,TRUE,3
04/19/19 09:03,Wild Diva,"Felicia01 by Wild Diva, Eva Flatform Lycra Sandal - Women Slide In Slippers On Platform",Sandals & Slippers,28.25,27.97,0.99%,TRUE,1
04/19/19 09:03,Wild Diva,"Evelyn69 by Wild Diva, Caged Fringe Zip Up Stiletto High Heel Dress Sandals",Sandals & Slippers,30.29,29.99,0.99%,TRUE,3
04/19/19 09:03,Wild Diva,"Wild Diva Women's Pippa Pointy Toe Flat Fringe Ankle Sandal (Cognac, 6.5 M US Women)",Sandals & Slippers,29.28,28.99,0.99%,TRUE,1
04/19/19 09:04,Qupid,Qupid Women's Palmer-122 Sandal Flats,Flats,45.4,44.95,0.99%,TRUE,1
04/19/19 09:04,Qupid,Qupid Women's Tune-01 Almond Toe Stiletto Platform Pumps,Heels,38.33,37.95,0.99%,TRUE,2
04/19/19 09:04,Fabulicious,women's fabulicious lovely 450,Heels,38.45,38.07,0.99%,TRUE,1
04/19/19 09:04,Pleaserusa,"KISS-209BHG, 6'' Heel 1 3/4'' Platform Ankle Strap Sandal",Sandals & Slippers,44.39,43.95,0.99%,TRUE,6
04/19/19 09:04,Pleaser,Women's Pleaser Adore 708SP Platform Sandal,Sandals & Slippers,72.98,72.26,0.99%,TRUE,4
04/19/19 09:04,Qupid,Qupid Women's Beat-83 Heeled Sandal,Sandals & Slippers,44.44,44,0.99%,TRUE,4
04/19/19 09:04,Pleaser,Women's Pleaser Silvie 20 T-Strap Wedge Sandal,Sandals & Slippers,45.03,44.58,1%,TRUE,2
04/19/19 09:04,Pleaser Pink Label,Women's Pleaser Pink Label Teeze 42W T-Strap Platform Sandal,Sandals & Slippers,82.77,81.95,0.99%,TRUE,3
04/19/19 09:04,Pleaser,"BETTIE-06, 1'' Hidden PF Peep Toe Ankle Strap Sandal",Sandals & Slippers,37.52,37.15,0.99%,TRUE,1
04/19/19 09:04,Pleaser,Women's Pleaser Eclipse 608GT Ankle Strap Sandal,Sandals & Slippers,70.65,69.95,0.99%,TRUE,5
04/19/19 09:04,Pleaser,"FLAMINGO-808GF, 8'' Heel 4'' Glitter Filled Platform Ankle Strap Sandal",Sandals & Slippers,78.73,77.95,0.99%,TRUE,10
04/19/19 09:04,Pleaser,"DELUXE-653, 5 1/2'' Heel, 1 3/4'' Cut-Out Sling-Back Sandal",Sandals & Slippers,34.69,34.35,0.98%,FALSE,1
04/19/19 09:05,Fabulicious,Women's Fabulicious Lovely 420,Heels,37.51,37.14,0.99%,TRUE,1
